"C25095_001E","C25095_001M","C25095_002E","C25095_002M","C25095_003E","C25095_003M","C25095_004E","C25095_004M","C25095_005E","C25095_005M","C25095_006E","C25095_006M","C25095_007E","C25095_007M","C25095_008E","C25095_008M","C25095_009E","C25095_009M","C25095_010E","C25095_010M","C25095_011E","C25095_011M","C25095_012E","C25095_012M","C25095_013E","C25095_013M","C25095_014E","C25095_014M","C25095_015E","C25095_015M","C25095_016E","C25095_016M","C25095_017E","C25095_017M","C25095_018E","C25095_018M","C25095_019E","C25095_019M","C25095_020E","C25095_020M","C25095_021E","C25095_021M","C25095_022E","C25095_022M","C25095_023E","C25095_023M","C25095_024E","C25095_024M","C25095_025E","C25095_025M","C25095_026E","C25095_026M","C25095_027E","C25095_027M","C25095_028E","C25095_028M","C25095_029E","C25095_029M","GEO_ID","NAME"
"267","86","0","12","0","12","0","12","0","12","43","38","43","38","0","12","0","12","64","59","30","39","34","40","0","12","23","27","23","27","0","12","0","12","59","44","53","41","6","10","0","12","66","52","66","52","0","12","0","12","12","20","12","20","0","12","0","12","1500000US371719308014","Block Group 4, Census Tract 9308.01, Surry County, North Carolina"
"351","105","49","57","14","23","35","53","0","12","29","25","15","19","14","18","0","12","54","38","32","25","22","27","0","12","82","76","82","76","0","12","0","12","94","65","94","65","0","12","0","12","20","26","20","26","0","12","0","12","23","27","23","27","0","12","0","12","1500000US371719308021","Block Group 1, Census Tract 9308.02, Surry County, North Carolina"
"316","88","7","11","0","12","7","11","0","12","24","22","5","9","19","21","0","12","83","46","70","39","13","21","0","12","71","46","71","46","0","12","0","12","80","68","80","68","0","12","0","12","29","27","29","27","0","12","0","12","22","20","22","20","0","12","0","12","1500000US371719308022","Block Group 2, Census Tract 9308.02, Surry County, North Carolina"
"347","114","57","61","0","12","20","24","37","56","59","46","48","48","11","16","0","12","70","64","54","58","16","25","0","12","56","64","56","64","0","12","0","12","63","36","63","36","0","12","0","12","30","28","30","28","0","12","0","12","12","18","12","18","0","12","0","12","1500000US371719308023","Block Group 3, Census Tract 9308.02, Surry County, North Carolina"
"174","60","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","35","34","35","34","0","12","0","12","34","32","23","29","11","18","0","12","46","36","46","36","0","12","0","12","7","14","7","14","0","12","0","12","52","36","52","36","0","12","0","12","1500000US371719309011","Block Group 1, Census Tract 9309.01, Surry County, North Carolina"
"197","78","0","12","0","12","0","12","0","12","23","24","23","24","0","12","0","12","41","47","28","43","13","21","0","12","78","72","57","67","21","29","0","12","24","25","24","25","0","12","0","12","18","20","8","12","10","16","0","12","13","18","13","18","0","12","0","12","1500000US371719309012","Block Group 2, Census Tract 9309.01, Surry County, North Carolina"
"346","83","0","12","0","12","0","12","0","12","28","35","28","35","0","12","0","12","49","32","49","32","0","12","0","12","7","11","7","11","0","12","0","12","120","70","120","70","0","12","0","12","65","46","65","46","0","12","0","12","77","46","52","41","25","39","0","12","1500000US371719309013","Block Group 3, Census Tract 9309.01, Surry County, North Carolina"
"333","85","23","25","0","12","23","25","0","12","28","27","8","14","20","23","0","12","40","32","40","32","0","12","0","12","32","34","28","32","4","9","0","12","85","55","85","55","0","12","0","12","53","43","38","35","15","24","0","12","72","43","72","43","0","12","0","12","1500000US371719309014","Block Group 4, Census Tract 9309.01, Surry County, North Carolina"
"588","76","15","17","0","12","15","17","0","12","47","43","33","39","14","18","0","12","189","79","127","54","62","52","0","12","46","27","46","27","0","12","0","12","106","43","101","43","5","8","0","12","102","37","102","37","0","12","0","12","83","36","83","36","0","12","0","12","1500000US371719309021","Block Group 1, Census Tract 9309.02, Surry County, North Carolina"
"421","114","77","97","13","21","64","95","0","12","18","19","8","10","10","16","0","12","84","51","23","22","61","49","0","12","92","53","68","44","24","30","0","12","94","57","94","57","0","12","0","12","27","25","27","25","0","12","0","12","29","21","24","20","5","7","0","12","1500000US371719310011","Block Group 1, Census Tract 9310.01, Surry County, North Carolina"
"324","100","4","7","0","12","4","7","0","12","38","38","31","36","7","10","0","12","118","77","103","76","15","19","0","12","10","17","10","17","0","12","0","12","97","66","82","65","15","20","0","12","36","37","36","37","0","12","0","12","21","20","21","20","0","12","0","12","1500000US371719310012","Block Group 2, Census Tract 9310.01, Surry County, North Carolina"
"222","65","17","18","0","12","17","18","0","12","51","47","20","24","31","36","0","12","32","26","14","14","18","22","0","12","40","25","33","21","7","13","0","12","30","21","30","21","0","12","0","12","30","25","30","25","0","12","0","12","22","17","22","17","0","12","0","12","1500000US371719310021","Block Group 1, Census Tract 9310.02, Surry County, North Carolina"
"401","79","0","12","0","12","0","12","0","12","6","6","0","12","6","6","0","12","86","63","50","47","36","43","0","12","104","62","80","56","24","27","0","12","58","40","58","40","0","12","0","12","58","42","58","42","0","12","0","12","89","52","89","52","0","12","0","12","1500000US371719310022","Block Group 2, Census Tract 9310.02, Surry County, North Carolina"
"322","66","3","5","0","12","3","5","0","12","27","22","15","16","12","19","0","12","43","29","26","22","17","20","0","12","6","6","6","6","0","12","0","12","121","54","103","46","18","23","0","12","40","20","40","20","0","12","0","12","82","48","82","48","0","12","0","12","1500000US371719310023","Block Group 3, Census Tract 9310.02, Surry County, North Carolina"
"356","75","17","19","0","12","17","19","0","12","44","43","7","12","37","41","0","12","39","33","28","29","11","17","0","12","62","37","27","22","35","28","0","12","96","59","72","51","24","30","0","12","67","52","67","52","0","12","0","12","31","28","31","28","0","12","0","12","1500000US371719310024","Block Group 4, Census Tract 9310.02, Surry County, North Carolina"
"540","99","5","9","0","12","0","12","5","9","94","69","57","33","37","58","0","12","148","97","139","97","9","16","0","12","112","59","104","57","8","16","0","12","130","70","115","62","15","24","0","12","7","11","7","11","0","12","0","12","44","35","44","35","0","12","0","12","1500000US371719310031","Block Group 1, Census Tract 9310.03, Surry County, North Carolina"
"390","86","102","67","73","73","29","35","0","12","88","56","75","60","13","22","0","12","71","45","36","31","35","35","0","12","12","17","12","17","0","12","0","12","63","59","63","59","0","12","0","12","15","20","3","11","12","19","0","12","39","33","39","33","0","12","0","12","1500000US371719310032","Block Group 2, Census Tract 9310.03, Surry County, North Carolina"
"528","101","46","35","24","24","0","12","22","25","83","45","52","40","31","29","0","12","104","60","73","54","31","35","0","12","109","61","109","61","0","12","0","12","137","82","106","78","31","25","0","12","10","15","10","15","0","12","0","12","39","35","39","35","0","12","0","12","1500000US371719311011","Block Group 1, Census Tract 9311.01, Surry County, North Carolina"
"322","76","0","12","0","12","0","12","0","12","23","21","8","11","15","17","0","12","92","55","53","46","39","31","0","12","9","14","9","14","0","12","0","12","83","53","58","39","25","38","0","12","71","48","71","48","0","12","0","12","44","38","44","38","0","12","0","12","1500000US371719311012","Block Group 2, Census Tract 9311.01, Surry County, North Carolina"
"679","144","97","86","0","12","97","86","0","12","54","41","12","19","42","35","0","12","79","44","60","38","19","22","0","12","147","88","104","82","43","28","0","12","182","98","174","98","8","12","0","12","83","58","83","58","0","12","0","12","37","32","37","32","0","12","0","12","1500000US371719311021","Block Group 1, Census Tract 9311.02, Surry County, North Carolina"
"549","119","38","48","0","12","38","48","0","12","60","36","22","20","38","31","0","12","65","61","48","59","17","20","0","12","97","48","87","46","10","16","0","12","95","54","95","54","0","12","0","12","106","56","106","56","0","12","0","12","88","83","88","83","0","12","0","12","1500000US371719311022","Block Group 2, Census Tract 9311.02, Surry County, North Carolina"
"613","93","22","26","0","12","22","26","0","12","62","39","15","22","47","34","0","12","86","44","59","37","27","22","0","12","34","24","28","22","6","10","0","12","135","61","115","55","20","25","0","12","94","44","75","36","19","28","0","12","180","86","180","86","0","12","0","12","1500000US371719311031","Block Group 1, Census Tract 9311.03, Surry County, North Carolina"
"449","53","5","8","0","12","0","12","5","8","74","31","39","26","35","19","0","12","74","31","40","22","34","24","0","12","64","28","33","16","31","24","0","12","62","32","55","30","7","8","0","12","85","32","85","32","0","12","0","12","85","28","82","27","3","4","0","12","1500000US371719312001","Block Group 1, Census Tract 9312, Surry County, North Carolina"
"249","67","43","47","0","12","43","47","0","12","47","38","28","33","19","18","0","12","38","19","30","16","8","11","0","12","37","25","3","4","34","25","0","12","5","7","5","7","0","12","0","12","4","7","4","7","0","12","0","12","75","35","75","35","0","12","0","12","1500000US371719312002","Block Group 2, Census Tract 9312, Surry County, North Carolina"
"494","76","0","12","0","12","0","12","0","12","31","21","16","13","15","15","0","12","128","72","24","19","104","71","0","12","54","36","34","25","20","32","0","12","58","35","58","35","0","12","0","12","105","59","105","59","0","12","0","12","118","53","118","53","0","12","0","12","1500000US371719312003","Block Group 3, Census Tract 9312, Surry County, North Carolina"
"363","108","62","64","0","12","49","63","13","21","76","51","59","45","17","24","0","12","65","45","51","42","14","23","0","12","71","52","71","52","0","12","0","12","49","44","49","44","0","12","0","12","30","36","30","36","0","12","0","12","10","15","10","15","0","12","0","12","1500000US371739401001","Block Group 1, Census Tract 9401, Swain County, North Carolina"
"315","102","98","67","8","13","69","55","21","33","47","37","30","31","17","19","0","12","104","70","104","70","0","12","0","12","0","12","0","12","0","12","0","12","58","62","58","62","0","12","0","12","8","12","8","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US371739401002","Block Group 2, Census Tract 9401, Swain County, North Carolina"
"567","191","116","79","0","12","65","72","51","44","45","46","45","46","0","12","0","12","119","79","72","55","47","52","0","12","8","17","8","17","0","12","0","12","109","64","84","51","25","38","0","12","118","107","118","107","0","12","0","12","52","50","52","50","0","12","0","12","1500000US371739401003","Block Group 3, Census Tract 9401, Swain County, North Carolina"
"372","103","0","12","0","12","0","12","0","12","54","33","41","30","13","14","0","12","49","60","49","60","0","12","0","12","84","53","64","47","20","27","0","12","109","66","70","48","39","45","0","12","41","43","41","43","0","12","0","12","35","31","35","31","0","12","0","12","1500000US371739602001","Block Group 1, Census Tract 9602, Swain County, North Carolina"
"199","69","10","16","0","12","0","12","10","16","55","51","55","51","0","12","0","12","15","14","15","14","0","12","0","12","8","12","8","12","0","12","0","12","37","26","37","26","0","12","0","12","42","27","28","22","14","16","0","12","32","44","32","44","0","12","0","12","1500000US371739602002","Block Group 2, Census Tract 9602, Swain County, North Carolina"
"229","62","8","15","8","15","0","12","0","12","27","28","17","24","10","13","0","12","10","10","4","6","6","8","0","12","44","32","28","20","16","26","0","12","63","49","63","49","0","12","0","12","37","32","37","32","0","12","0","12","40","35","40","35","0","12","0","12","1500000US371739602003","Block Group 3, Census Tract 9602, Swain County, North Carolina"
"573","144","0","12","0","12","0","12","0","12","19","21","19","21","0","12","0","12","117","73","84","64","33","30","0","12","72","65","63","63","9","15","0","12","163","90","154","88","9","15","0","12","136","95","136","95","0","12","0","12","66","52","66","52","0","12","0","12","1500000US371739603011","Block Group 1, Census Tract 9603.01, Swain County, North Carolina"
"211","65","36","37","21","30","15","20","0","12","0","12","0","12","0","12","0","12","59","45","59","45","0","12","0","12","38","34","38","34","0","12","0","12","68","54","54","45","14","27","0","12","10","16","10","16","0","12","0","12","0","12","0","12","0","12","0","12","1500000US371739603012","Block Group 2, Census Tract 9603.01, Swain County, North Carolina"
"225","74","19","26","4","6","0","12","15","25","6","8","3","6","3","5","0","12","55","37","43","32","12","16","0","12","37","33","32","32","5","8","0","12","29","33","29","33","0","12","0","12","46","36","46","36","0","12","0","12","33","33","33","33","0","12","0","12","1500000US371739603013","Block Group 3, Census Tract 9603.01, Swain County, North Carolina"
"583","149","32","38","18","28","0","12","14","24","12","20","0","12","12","20","0","12","148","101","82","75","66","68","0","12","112","67","80","54","32","41","0","12","112","68","112","68","0","12","0","12","27","29","27","29","0","12","0","12","140","95","140","95","0","12","0","12","1500000US371739603021","Block Group 1, Census Tract 9603.02, Swain County, North Carolina"
"384","115","0","12","0","12","0","12","0","12","41","64","41","64","0","12","0","12","129","77","117","75","12","21","0","12","18","22","3","7","15","21","0","12","129","102","129","102","0","12","0","12","45","40","45","40","0","12","0","12","22","30","22","30","0","12","0","12","1500000US371739603022","Block Group 2, Census Tract 9603.02, Swain County, North Carolina"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US371739802001","Block Group 1, Census Tract 9802, Swain County, North Carolina"
"515","122","50","55","0","12","50","55","0","12","42","41","24","22","18","33","0","12","122","77","95","70","27","39","0","12","121","67","101","67","20","32","0","12","145","85","122","87","23","38","0","12","23","29","23","29","0","12","0","12","12","20","12","20","0","12","0","12","1500000US371759601001","Block Group 1, Census Tract 9601, Transylvania County, North Carolina"
"648","167","51","50","42","48","9","14","0","12","69","57","50","44","19","29","0","12","152","93","101","75","51","56","0","12","124","81","91","68","33","37","0","12","100","54","100","54","0","12","0","12","140","74","140","74","0","12","0","12","12","20","12","20","0","12","0","12","1500000US371759601002","Block Group 2, Census Tract 9601, Transylvania County, North Carolina"
"312","89","7","11","0","12","7","11","0","12","48","39","48","39","0","12","0","12","45","45","45","45","0","12","0","12","49","45","28","32","21","33","0","12","50","35","35","27","15","24","0","12","28","33","28","33","0","12","0","12","85","61","85","61","0","12","0","12","1500000US371759601003","Block Group 3, Census Tract 9601, Transylvania County, North Carolina"
"255","120","0","12","0","12","0","12","0","12","41","39","19","30","22","24","0","12","78","64","58","58","20","29","0","12","35","36","17","19","18","29","0","12","35","46","35","46","0","12","0","12","0","12","0","12","0","12","0","12","66","82","66","82","0","12","0","12","1500000US371759602001","Block Group 1, Census Tract 9602, Transylvania County, North Carolina"
"427","127","17","20","0","12","8","14","9","14","63","52","30","35","33","35","0","12","69","48","40","38","29","30","0","12","111","78","95","79","16","19","0","12","51","49","47","48","4","7","0","12","83","69","83","69","0","12","0","12","33","32","33","32","0","12","0","12","1500000US371759602002","Block Group 2, Census Tract 9602, Transylvania County, North Carolina"
"468","139","12","19","12","19","0","12","0","12","10","17","10","17","0","12","0","12","187","113","25","26","162","113","0","12","88","77","88","77","0","12","0","12","71","70","67","68","4","12","0","12","62","84","62","84","0","12","0","12","38","42","38","42","0","12","0","12","1500000US371759602003","Block Group 3, Census Tract 9602, Transylvania County, North Carolina"
"118","69","29","47","0","12","0","12","29","47","17","27","17","27","0","12","0","12","18","28","18","28","0","12","0","12","24","30","24","30","0","12","0","12","11","16","11","16","0","12","0","12","19","32","0","12","19","32","0","12","0","12","0","12","0","12","0","12","1500000US371759603001","Block Group 1, Census Tract 9603, Transylvania County, North Carolina"
"350","123","16","28","16","28","0","12","0","12","61","74","46","70","15","25","0","12","67","64","67","64","0","12","0","12","25","42","25","42","0","12","0","12","41","33","41","33","0","12","0","12","120","82","120","82","0","12","0","12","20","34","20","34","0","12","0","12","1500000US371759603002","Block Group 2, Census Tract 9603, Transylvania County, North Carolina"
"401","102","52","47","0","12","42","43","10","17","12","20","0","12","12","20","0","12","52","41","37","33","15","25","0","12","71","63","43","53","28","33","0","12","71","47","71","47","0","12","0","12","64","46","64","46","0","12","0","12","79","70","79","70","0","12","0","12","1500000US371759603003","Block Group 3, Census Tract 9603, Transylvania County, North Carolina"
"158","59","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","34","40","17","26","17","29","0","12","25","21","25","21","0","12","0","12","39","46","39","46","0","12","0","12","60","49","60","49","0","12","0","12","1500000US371759603004","Block Group 4, Census Tract 9603, Transylvania County, North Carolina"
